Row_No,Name,Change,Change (%),Price (Intraday),YTD Return (%),3-Mo Return (%),1-Year Return (%),3-Year Return (%),5-Year Return (%),Net Expense Ratio (%),Gross Expense Ratio (%),Net Assets,50 Day Avg,200 Day Avg,52 Week Range,Exchange,Funds by Category,Funds by Company,52 Week Low,52 Week High
4079,Invesco SteelPath MLP Income Y,-0.01,-0.13,7.75,24.34,4.14,7.91,20.72,44.92,1.56,1.56,4456000000.0,7.55,7.09,6.11 7.91,Nasdaq,Energy Limited Partnership,Invesco,6.11,7.91
4080,Invesco SteelPath MLP Income R6,-0.02,-0.25,7.9,24.51,4.33,7.94,20.63,45.12,1.56,1.56,4456000000.0,7.7,7.23,6.22 8.07,Nasdaq,Energy Limited Partnership,Invesco,6.22,8.07
4081,Invesco SteelPath MLP Income R5,-0.01,-0.14,7.24,21.32,7.45,20.32,44.62,15.07,1.56,1.56,4456000000.0,7.06,6.63,5.73 7.40,Nasdaq,Energy Limited Partnership,Invesco,5.73,7.4
4082,Invesco SteelPath MLP Income R,-0.02,-0.29,6.87,21.32,7.45,20.32,44.62,15.07,1.56,1.56,4456000000.0,6.71,6.32,5.48 7.04,Nasdaq,Energy Limited Partnership,Invesco,5.48,7.04
4083,MFS Corporate Bond Fund,0.05,0.41,12.2,-0.63,-0.71,7.69,9.21,-1.3,0.43,0.43,4455000000.0,12.3,12.45,12.12 12.72,Nasdaq,Corporate Bond,Mfs,12.12,12.72
4084,MFS Corporate Bond Fund,0.05,0.41,12.23,-0.91,-0.83,7.15,8.66,-1.79,0.43,0.43,4455000000.0,12.32,12.47,12.14 12.74,Nasdaq,Corporate Bond,Mfs,12.14,12.74
4085,MFS Corporate Bond B,0.05,0.41,12.2,-1.13,-0.88,6.63,8.13,-2.29,0.43,0.43,4455000000.0,12.29,12.44,12.12 12.71,Nasdaq,Corporate Bond,Mfs,12.12,12.71
4086,MFS Corporate Bond C,0.05,0.41,12.18,-1.13,-0.88,6.54,8.05,-2.23,0.43,0.43,4455000000.0,12.27,12.42,12.10 12.69,Nasdaq,Corporate Bond,Mfs,12.1,12.69
4087,MFS Corporate Bond A,0.05,0.41,12.22,-0.69,-0.69,7.33,8.84,-1.48,0.43,0.43,4455000000.0,12.31,12.46,12.14 12.73,Nasdaq,Corporate Bond,Mfs,12.14,12.73
4088,MFS Corporate Bond R1,0.06,0.49,12.2,-1.21,-0.96,6.63,8.05,-2.29,0.43,0.43,4455000000.0,12.29,12.44,12.11 12.71,Nasdaq,Corporate Bond,Mfs,12.11,12.71
4089,MFS Corporate Bond R3,0.05,0.41,12.23,-0.77,-0.77,7.42,8.93,-1.48,0.43,0.43,4455000000.0,12.32,12.47,12.14 12.74,Nasdaq,Corporate Bond,Mfs,12.14,12.74
4090,MFS Corporate Bond R4,0.05,0.41,12.24,-0.62,-0.7,7.85,9.2,-1.29,0.43,0.43,4455000000.0,12.34,12.48,12.16 12.74,Nasdaq,Corporate Bond,Mfs,12.16,12.74
4091,MFS Corporate Bond R6,0.05,0.41,12.2,-0.57,-0.69,7.79,9.32,-1.2,0.43,0.43,4455000000.0,12.3,12.45,12.12 12.72,Nasdaq,Corporate Bond,Mfs,12.12,12.72
4092,Thrivent Moderate Allocation A,0.21,1.19,17.79,7.28,3.43,13.26,15.67,11.97,1.06,1.06,4452000000.0,17.4,16.99,15.86 17.58,Nasdaq,Moderate Allocation,Thrivent Funds,15.86,17.58
4093,Thrivent Moderate Allocation S,0.2,1.13,17.85,7.43,3.53,13.53,15.97,12.27,1.06,1.06,4452000000.0,17.47,17.05,15.92 17.66,Nasdaq,Moderate Allocation,Thrivent Funds,15.92,17.66
4094,JPMorgan Investor Conservative Growth Fund,0.1,0.75,13.46,2.98,0.73,10.95,10.51,6.79,0.67,0.67,4452000000.0,13.39,13.3,12.84 13.50,Nasdaq,Moderately Conservative Allocation,Jpmorgan,12.84,13.5
4095,JPMorgan Investor Conservative Growth C,0.1,0.76,13.27,2.42,0.56,9.91,9.43,5.73,0.67,0.67,4452000000.0,13.19,13.11,12.66 13.30,Nasdaq,Moderately Conservative Allocation,Jpmorgan,12.66,13.3
4096,JPMorgan Investor Conservative Growth A,0.1,0.75,13.36,2.71,0.6,10.39,9.85,6.3,0.67,0.67,4452000000.0,13.28,13.2,12.74 13.39,Nasdaq,Moderately Conservative Allocation,Jpmorgan,12.74,13.39
4097,JPMorgan Investor Conservative Growth I,0.1,0.75,13.47,2.91,0.74,10.66,10.23,6.52,0.67,0.67,4452000000.0,13.4,13.31,12.85 13.51,Nasdaq,Moderately Conservative Allocation,Jpmorgan,12.85,13.51
4098,Principal LifeTime 2040 A,0.2,1.15,17.56,6.95,2.8,15.17,17.92,14.96,0.88,0.88,4451000000.0,17.13,16.84,15.41 17.75,Nasdaq,Target-Date 2040,Principal Funds,15.41,17.75
4099,Principal LifeTime 2040 Institutional,0.21,1.17,18.2,7.2,2.88,15.55,18.36,15.43,0.88,0.88,4451000000.0,17.75,17.43,15.96 18.36,Nasdaq,Target-Date 2040,Principal Funds,15.96,18.36
4100,Principal LifeTime 2040 J,0.2,1.13,17.9,7.07,2.87,15.41,18.1,15.15,0.88,0.88,4451000000.0,17.46,17.16,15.71 18.08,Nasdaq,Target-Date 2040,Principal Funds,15.71,18.08
4101,Principal LifeTime 2040 R3,0.2,1.14,17.72,6.82,2.72,14.96,17.63,14.74,0.88,0.88,4451000000.0,17.3,17.0,15.57 17.89,Nasdaq,Target-Date 2040,Principal Funds,15.57,17.89
4102,Principal LifeTime 2040 R5,0.21,1.18,18.02,7.02,2.85,15.26,18.04,15.1,0.88,0.88,4451000000.0,17.58,17.26,15.81 18.17,Nasdaq,Target-Date 2040,Principal Funds,15.81,18.17
4103,Voya VACS Index S,0.31,1.76,17.94,7.52,2.4,13.15,13.47,12.34,0.15,0.15,4437000000.0,17.72,16.72,14.93 18.19,Nasdaq,Large Blend,Voya,14.93,18.19
4104,DFA One-Year Fixed-Income I,0.01,0.1,10.24,1.99,0.77,4.39,4.98,-0.19,0.12,0.12,4437000000.0,10.25,10.25,10.21 10.28,Nasdaq,Ultrashort Bond,Dimensional Fund Advisors,10.21,10.28
4105,Fidelity Leveraged Company Stock K,0.92,1.77,52.8,14.16,0.28,20.42,26.22,26.26,0.61,0.61,4432000000.0,52.62,47.91,41.18 56.24,Nasdaq,Large Blend,Fidelity Investments,41.18,56.24
4106,Fidelity Advisor Leveraged CoStock A,0.91,1.78,52.05,31.13,16.27,26.11,26.16,35.6,0.61,0.61,4432000000.0,51.89,47.3,40.64 55.46,Nasdaq,Large Blend,Fidelity Investments,40.64,55.46
4107,Fidelity Advisor Leveraged CoStock M,0.9,1.77,51.82,31.13,16.27,26.11,26.16,35.6,0.61,0.61,4432000000.0,51.68,47.14,40.50 55.24,Nasdaq,Large Blend,Fidelity Investments,40.5,55.24
4108,Fidelity Advisor Leveraged CoStock C,0.9,1.78,51.41,31.13,16.27,26.11,26.16,35.6,0.61,0.61,4432000000.0,51.29,46.85,40.24 54.83,Nasdaq,Large Blend,Fidelity Investments,40.24,54.83
4109,Fidelity Advisor Leveraged CoStock I,0.91,1.77,52.26,31.13,16.27,26.11,26.16,35.6,0.61,0.61,4432000000.0,52.09,47.44,40.77 55.67,Nasdaq,Large Blend,Fidelity Investments,40.77,55.67
4110,Fidelity Advisor Leveraged CoStock Z,0.91,1.77,52.35,31.13,16.27,26.11,26.16,35.6,0.61,0.61,4432000000.0,52.18,47.51,40.83 55.77,Nasdaq,Large Blend,Fidelity Investments,40.83,55.77
4111,Fidelity Leveraged Company Stock,0.91,1.77,52.38,14.11,0.24,20.32,26.11,26.16,0.61,0.61,4432000000.0,52.21,47.55,40.86 55.80,Nasdaq,Large Blend,Fidelity Investments,40.86,55.8
4112,Goldman Sachs Tactical Tilt Overlay P,0.03,0.29,10.48,1.16,0.58,6.76,6.06,8.41,0.88,0.88,4426000000.0,10.43,10.45,10.30 10.65,Nasdaq,Tactical Allocation,Goldman Sachs,10.3,10.65
4113,Goldman Sachs Tactical Tilt OverlayInstl,0.03,0.28,10.88,1.12,0.65,6.79,6.04,8.25,0.88,0.88,4426000000.0,10.82,10.85,10.69 11.05,Nasdaq,Tactical Allocation,Goldman Sachs,10.69,11.05
4114,DFA Intl Sustainability Core 1,0.2,1.15,17.56,9.39,4.69,32.95,18.35,12.11,0.24,0.24,4376000000.0,17.03,16.51,14.88 17.48,Nasdaq,Foreign Large Blend,Dimensional Fund Advisors,14.88,17.48
4115,Nuveen Lifecycle 2030 I,0.11,0.95,11.66,5.52,1.87,14.23,14.51,11.17,0.6,0.6,4376000000.0,11.45,11.27,10.52 11.71,Nasdaq,Target-Date 2030,Nuveen,10.52,11.71
4116,Nuveen Lifecycle 2030 Premier,0.11,0.96,11.58,5.46,1.79,13.98,14.38,11.1,0.6,0.6,4376000000.0,11.38,11.19,10.45 11.62,Nasdaq,Target-Date 2030,Nuveen,10.45,11.62
4117,Nuveen Lifecycle 2030 Retirement,0.16,0.92,17.58,5.42,1.76,13.91,14.39,10.97,0.6,0.6,4376000000.0,17.28,16.9,15.87 17.44,Nasdaq,Target-Date 2030,Nuveen,15.87,17.44
4118,Nuveen Lifecycle 2030 R6,0.11,0.95,11.66,5.52,1.87,14.18,14.59,11.23,0.6,0.6,4376000000.0,11.46,11.27,10.52 11.70,Nasdaq,Target-Date 2030,Nuveen,10.52,11.7
4119,Lord Abbett Floating Rate C,0.02,0.25,8.03,2.35,1.52,5.39,12.07,4.62,0.61,0.61,4357000000.0,8.0,8.02,7.90 8.10,Nasdaq,Bank Loan,Lord Abbett,7.9,8.1
4120,Lord Abbett Floating Rate A,0.02,0.25,8.02,2.72,1.68,6.05,12.64,5.13,0.61,0.61,4357000000.0,8.0,8.01,7.89 8.09,Nasdaq,Bank Loan,Lord Abbett,7.89,8.09
4121,Lord Abbett Floating Rate F,0.01,0.13,8.01,2.78,1.84,6.15,12.76,5.36,0.61,0.61,4357000000.0,7.99,8.0,7.88 8.09,Nasdaq,Bank Loan,Lord Abbett,7.88,8.09
4122,Lord Abbett Floating Rate I,0.02,0.25,8.03,2.84,1.74,6.26,13.0,5.47,0.61,0.61,4357000000.0,8.0,8.01,7.90 8.10,Nasdaq,Bank Loan,Lord Abbett,7.9,8.1
4123,Lord Abbett Floating Rate F3,0.01,0.12,8.03,3.02,1.88,6.22,12.93,5.53,0.61,0.61,4357000000.0,8.01,8.02,7.90 8.10,Nasdaq,Bank Loan,Lord Abbett,7.9,8.1
4124,Lord Abbett Floating Rate R2,0.02,0.25,8.03,2.49,1.58,5.63,12.19,4.72,0.61,0.61,4357000000.0,8.01,8.02,7.90 8.10,Nasdaq,Bank Loan,Lord Abbett,7.9,8.1
4125,Lord Abbett Floating Rate R4,0.01,0.12,8.02,2.82,1.8,5.86,12.58,5.09,0.61,0.61,4357000000.0,8.0,8.01,7.89 8.09,Nasdaq,Bank Loan,Lord Abbett,7.89,8.09
4126,Lord Abbett Floating Rate R3,0.02,0.25,8.03,2.55,1.74,5.73,12.31,4.95,0.61,0.61,4357000000.0,8.0,8.01,7.89 8.10,Nasdaq,Bank Loan,Lord Abbett,7.89,8.1
4127,Lord Abbett Floating Rate R5,0.01,0.12,8.03,2.84,1.86,6.26,12.86,5.47,0.61,0.61,4357000000.0,8.01,8.02,7.90 8.11,Nasdaq,Bank Loan,Lord Abbett,7.9,8.11
4128,Lord Abbett Floating Rate R6,0.02,0.25,8.03,2.89,1.76,6.35,12.93,5.41,0.61,0.61,4357000000.0,8.01,8.02,7.90 8.10,Nasdaq,Bank Loan,Lord Abbett,7.9,8.1
4129,Invesco Growth and Income A,0.28,1.1,25.62,12.09,5.01,15.47,12.56,28.63,0.53,0.53,4339000000.0,24.59,23.78,22.20 25.34,Nasdaq,Large Value,Invesco,22.2,25.34
4130,Invesco Growth and Income C,0.27,1.09,24.95,11.61,4.85,14.63,11.75,27.75,0.53,0.53,4339000000.0,23.94,23.16,21.63 24.68,Nasdaq,Large Value,Invesco,21.63,24.68
4131,Invesco Growth and Income R,0.28,1.1,25.68,11.92,4.93,15.14,12.25,28.32,0.53,0.53,4339000000.0,24.65,23.84,22.26 25.40,Nasdaq,Large Value,Invesco,22.26,25.4
4132,Invesco Growth and Income Y,0.29,1.14,25.64,12.23,5.03,15.75,12.84,28.94,0.53,0.53,4339000000.0,24.6,23.79,22.21 25.35,Nasdaq,Large Value,Invesco,22.21,25.35
4133,Invesco Growth and Income R5,0.28,1.1,25.69,10.8,3.44,15.81,12.82,29.09,0.53,0.53,4339000000.0,24.66,23.84,22.25 25.41,Nasdaq,Large Value,Invesco,22.25,25.41
4134,Invesco Growth and Income R6,0.28,1.1,25.69,12.3,5.08,15.89,12.95,29.13,0.53,0.53,4339000000.0,24.66,23.84,22.25 25.41,Nasdaq,Large Value,Invesco,22.25,25.41
4135,Eaton Vance Total Return Bond Fund,0.04,0.39,10.34,-0.25,-0.48,8.85,6.7,2.74,0.51,0.51,4335000000.0,10.4,10.54,10.27 10.73,Nasdaq,Intermediate Core-Plus Bond,Eaton Vance,10.27,10.73
4136,Eaton Vance Total Return Bond C,0.04,0.39,10.33,-0.78,-0.76,8.15,5.91,1.98,0.51,0.51,4335000000.0,10.39,10.53,10.27 10.73,Nasdaq,Intermediate Core-Plus Bond,Eaton Vance,10.27,10.73
4137,Eaton Vance Total Return Bond I,0.04,0.39,10.33,-0.11,-0.52,9.13,7.07,3.0,0.51,0.51,4335000000.0,10.39,10.53,10.26 10.72,Nasdaq,Intermediate Core-Plus Bond,Eaton Vance,10.26,10.72
4138,Eaton Vance Total Return Bond R6,0.05,0.49,10.33,4.12,-0.79,6.7,2.74,10.53,0.51,0.51,4335000000.0,10.38,10.52,10.26 10.72,Nasdaq,Intermediate Core-Plus Bond,Eaton Vance,10.26,10.72
4139,Fidelity Freedom Blnd 2050 Premier,0.29,1.72,17.12,15.81,5.33,20.27,15.91,26.1,0.2,0.2,4335000000.0,16.62,15.75,13.98 16.93,Nasdaq,Target-Date 2050,Fidelity Investments,13.98,16.93
4140,Fidelity Freedom Blend 2050,0.28,1.68,16.97,12.35,3.48,22.62,20.48,16.26,0.2,0.2,4335000000.0,16.48,15.62,13.88 16.79,Nasdaq,Target-Date 2050,Fidelity Investments,13.88,16.79
4141,Fidelity Freedom Blend 2050 K6,0.28,1.66,17.15,12.43,3.57,22.89,20.79,16.45,0.2,0.2,4335000000.0,16.66,15.79,14.01 16.97,Nasdaq,Target-Date 2050,Fidelity Investments,14.01,16.97
4142,Fidelity Advisor Freedom Blend 2050 A,0.28,1.69,16.85,12.15,3.37,22.28,20.27,15.91,0.2,0.2,4335000000.0,16.37,15.53,13.79 16.68,Nasdaq,Target-Date 2050,Fidelity Investments,13.79,16.68
4143,Fidelity Advisor Freedom Blend 2050 Z,0.28,1.67,17.09,12.41,3.51,22.7,20.57,16.32,0.2,0.2,4335000000.0,16.6,15.73,13.96 16.91,Nasdaq,Target-Date 2050,Fidelity Investments,13.96,16.91
4144,Fidelity Freedom Blend 2050 K,0.28,1.67,17.05,12.44,3.52,22.66,20.56,16.38,0.2,0.2,4335000000.0,16.56,15.69,13.93 16.87,Nasdaq,Target-Date 2050,Fidelity Investments,13.93,16.87
4145,Fidelity Advisor Freedom Blend 2050 I,0.28,1.68,16.98,12.35,3.54,22.58,20.53,16.23,0.2,0.2,4335000000.0,16.49,15.63,13.88 16.80,Nasdaq,Target-Date 2050,Fidelity Investments,13.88,16.8
4146,Fidelity Advisor Freedom Blend 2050 C,0.27,1.67,16.39,11.67,3.2,21.4,19.27,15.16,0.2,0.2,4335000000.0,15.94,15.14,13.47 16.24,Nasdaq,Target-Date 2050,Fidelity Investments,13.47,16.24
4147,Fidelity Advisor Freedom Blend 2050 M,0.28,1.7,16.72,12.02,3.4,22.0,19.88,15.72,0.2,0.2,4335000000.0,16.25,15.42,13.71 16.55,Nasdaq,Target-Date 2050,Fidelity Investments,13.71,16.55
4148,"Old Westbury Funds, Inc. - Old Westbury Municipal Bond Fund",0.02,0.18,11.4,3.88,1.9,0.43,-5.39,4.1,0.65,0.65,4334000000.0,11.48,11.58,11.35 11.78,Nasdaq,Muni National Interm,Old Westbury,11.35,11.78
4149,Free Market International Eq Instl,0.2,1.14,17.78,12.36,2.34,42.82,16.14,14.5,0.85,0.85,4332000000.0,17.25,16.53,14.26 17.58,Nasdaq,Foreign Small/Mid Value,Matson Money,14.26,17.58
4150,Loomis Sayles Income Admin,0.05,0.43,11.76,-0.59,-0.75,8.6,7.5,2.74,1.2,1.2,4324000000.0,11.81,12.0,11.68 12.22,Nasdaq,Multisector Bond,Loomis Sayles Funds,11.68,12.22
4151,Loomis Sayles Income Instl,0.05,0.42,11.89,-0.31,-0.62,9.14,8.05,3.23,1.2,1.2,4324000000.0,11.94,12.13,11.81 12.36,Nasdaq,Multisector Bond,Loomis Sayles Funds,11.81,12.36
4152,Loomis Sayles Income N,0.05,0.42,11.87,-0.28,-0.61,9.21,8.12,3.22,1.2,1.2,4324000000.0,11.93,12.11,11.79 12.34,Nasdaq,Multisector Bond,Loomis Sayles Funds,11.79,12.34
4153,Loomis Sayles Income Retail,0.04,0.34,11.8,-0.45,-0.68,8.93,7.83,2.98,1.2,1.2,4324000000.0,11.86,12.04,11.72 12.27,Nasdaq,Multisector Bond,Loomis Sayles Funds,11.72,12.27
4154,T. Rowe Price Spectrum Mod Gr Allc I,0.62,1.32,47.53,10.19,3.53,17.23,18.23,14.25,0.92,0.92,4319000000.0,46.27,44.7,41.29 46.91,Nasdaq,Global Moderately Aggressive Allocation,T. Rowe Price,41.29,46.91
4155,T. Rowe Price Spectrum Mod Gr Allc,0.62,1.32,47.53,10.09,3.51,17.05,18.03,14.12,0.92,0.92,4319000000.0,46.27,44.7,41.30 46.91,Nasdaq,Global Moderately Aggressive Allocation,T. Rowe Price,41.3,46.91
4156,SEI S&P 500 Index A (SIIT),0.41,1.77,23.6,10.09,4.16,17.81,26.24,28.67,0.12,0.12,4313000000.0,22.83,21.97,19.40 23.37,Nasdaq,Large Blend,Sei,19.4,23.37
4157,Fidelity Flex International Index,0.29,1.51,19.5,14.09,3.47,33.24,15.47,7.78,0.0,0.0,4310000000.0,19.05,17.86,15.39 19.51,Nasdaq,Foreign Large Blend,Fidelity Investments,15.39,19.51
4158,Brown Advisory Sustainable Growth I,0.86,1.72,50.88,4.69,7.64,3.63,39.07,30.07,1.0,1.0,4292000000.0,47.74,47.73,38.99 60.24,Nasdaq,Large Growth,Brown Advisory Funds,38.99,60.24
4159,Brown Advisory Sustainable Growth Adv,0.8,1.73,47.08,4.45,7.52,3.2,38.52,29.55,1.0,1.0,4292000000.0,44.19,44.41,36.13 56.76,Nasdaq,Large Growth,Brown Advisory Funds,36.13,56.76
4160,Brown Advisory Sustainable Growth Fund,0.84,1.73,49.4,4.58,7.56,3.46,38.88,29.88,1.0,1.0,4292000000.0,46.36,46.43,37.88 58.88,Nasdaq,Large Growth,Brown Advisory Funds,37.88,58.88
4161,Weitz Core Plus Income Institutional,0.04,0.42,9.54,0.48,0.05,7.52,7.07,1.68,0.78,0.78,4288999999.9999995,9.59,9.7,9.48 9.84,Nasdaq,Intermediate Core-Plus Bond,Weitz,9.48,9.84
4162,Weitz Core Plus Income Investor,0.04,0.42,9.54,0.36,-0.0,7.41,6.96,1.6,0.78,0.78,4288999999.9999995,9.59,9.69,9.48 9.84,Nasdaq,Intermediate Core-Plus Bond,Weitz,9.48,9.84
4163,Fidelity Advisor Diversified Stock O,0.83,1.92,44.07,11.4,2.69,13.97,28.33,28.5,1.08,1.08,4272000000.0000005,43.14,40.69,36.15 44.09,Nasdaq,Large Blend,Fidelity Investments,36.15,44.09
4164,Fidelity Advisor Diversified Stock C,0.71,1.94,37.39,10.63,2.37,12.62,26.74,26.89,1.08,1.08,4272000000.0000005,36.64,34.72,30.79 37.46,Nasdaq,Large Blend,Fidelity Investments,30.79,37.46
4165,Fidelity Advisor Diversified Stock M,0.77,1.92,40.82,10.94,2.51,13.21,27.48,27.63,1.08,1.08,4272000000.0000005,39.99,37.78,33.56 40.87,Nasdaq,Large Blend,Fidelity Investments,33.56,40.87
4166,Fidelity Advisor Diversified Stock I,0.88,1.91,46.95,11.28,2.64,13.83,28.14,28.3,1.08,1.08,4272000000.0000005,45.97,43.32,38.53 46.98,Nasdaq,Large Blend,Fidelity Investments,38.53,46.98
4167,Fidelity Advisor Diversified Stock A,0.78,1.91,41.66,11.18,2.59,13.57,27.88,28.01,1.08,1.08,4272000000.0000005,40.8,38.52,34.21 41.69,Nasdaq,Large Blend,Fidelity Investments,34.21,41.69
4168,Fidelity Advisor Diversified Stock Z,0.87,1.92,46.11,11.37,2.69,13.96,28.32,28.42,1.08,1.08,4272000000.0000005,45.14,42.55,37.83 46.13,Nasdaq,Large Blend,Fidelity Investments,37.83,46.13
4169,Transamerica International Equity R6,0.26,0.88,29.68,15.99,8.68,32.63,16.17,13.28,0.86,0.86,4272000000.0000005,28.42,26.76,24.28 29.44,Nasdaq,Foreign Large Value,Transamerica,24.28,29.44
4170,Transamerica International Equity A,0.25,0.87,28.85,15.63,8.54,32.06,15.53,12.75,0.86,0.86,4272000000.0000005,27.64,26.05,23.65 28.62,Nasdaq,Foreign Large Value,Transamerica,23.65,28.62
4171,Transamerica International Equity C,0.25,0.89,28.41,15.24,8.34,31.16,14.82,12.0,0.86,0.86,4272000000.0000005,27.24,25.69,23.33 28.19,Nasdaq,Foreign Large Value,Transamerica,23.33,28.19
4172,Transamerica International Equity R4,0.26,0.88,29.65,15.83,8.61,32.33,15.84,12.99,0.86,0.86,4272000000.0000005,28.4,26.75,24.26 29.41,Nasdaq,Foreign Large Value,Transamerica,24.26,29.41
4173,Transamerica International Equity I2,0.26,0.89,29.32,15.99,8.63,32.61,16.12,13.26,0.86,0.86,4272000000.0000005,28.08,26.44,24.01 29.08,Nasdaq,Foreign Large Value,Transamerica,24.01,29.08
4174,Transamerica International Equity R,0.26,0.88,29.7,15.62,8.51,31.96,15.54,12.69,0.86,0.86,4272000000.0000005,28.46,26.81,24.30 29.46,Nasdaq,Foreign Large Value,Transamerica,24.3,29.46
4175,Transamerica International Equity I3,0.26,0.89,29.58,16.01,8.67,32.65,16.17,13.27,0.86,0.86,4272000000.0000005,28.32,26.67,24.20 29.34,Nasdaq,Foreign Large Value,Transamerica,24.2,29.34
4176,Transamerica International Equity I,0.26,0.9,29.27,15.93,8.65,32.53,16.03,13.17,0.86,0.86,4272000000.0000005,28.03,26.4,23.97 29.03,Nasdaq,Foreign Large Value,Transamerica,23.97,29.03
4177,Carillon Scout Mid Cap A,0.35,1.27,27.87,12.9,1.08,15.14,12.41,15.62,0.98,0.98,4271000000.0,27.33,26.3,24.11 28.14,Nasdaq,Mid-Cap Blend,Carillon Family Of Funds,24.11,28.14
4178,Carillon Scout Mid Cap C,0.33,1.26,26.58,12.47,0.93,14.27,11.57,14.69,0.98,0.98,4271000000.0,26.09,25.14,23.09 26.86,Nasdaq,Mid-Cap Blend,Carillon Family Of Funds,23.09,26.86
4179,Carillon Scout Mid Cap R-6,0.36,1.3,28.12,13.19,1.18,15.58,12.85,15.99,0.98,0.98,4271000000.0,27.57,26.51,24.26 28.38,Nasdaq,Mid-Cap Blend,Carillon Family Of Funds,24.26,28.38
4180,Carillon Scout Mid Cap Fund,0.36,1.3,28.15,13.13,1.18,15.45,12.73,15.9,0.98,0.98,4271000000.0,27.6,26.54,24.30 28.41,Nasdaq,Mid-Cap Blend,Carillon Family Of Funds,24.3,28.41
4181,Hartford Total Return Bond C,0.04,0.44,9.17,-1.02,-0.82,6.06,5.85,-2.04,0.42,0.42,4269999999.9999995,9.22,9.34,9.11 9.51,Nasdaq,Intermediate Core-Plus Bond,Hartford Mutual Funds,9.11,9.51
4182,Hartford Total Return Bond Y,0.04,0.44,9.05,-0.27,-0.56,7.23,6.95,-0.94,0.42,0.42,4269999999.9999995,9.1,9.22,8.99 9.41,Nasdaq,Intermediate Core-Plus Bond,Hartford Mutual Funds,8.99,9.41
4183,Hartford Total Return Bond A,0.04,0.44,9.06,-0.42,-0.62,6.97,6.54,-1.2,0.42,0.42,4269999999.9999995,9.11,9.22,9.00 9.40,Nasdaq,Intermediate Core-Plus Bond,Hartford Mutual Funds,9.0,9.4
4184,Hartford Total Return Bond F,0.04,0.45,8.87,-0.27,-0.57,7.33,7.02,-0.77,0.42,0.42,4269999999.9999995,8.92,9.04,8.81 9.24,Nasdaq,Intermediate Core-Plus Bond,Hartford Mutual Funds,8.81,9.24
4185,Hartford Total Return Bond I,0.04,0.45,8.95,-0.29,-0.57,7.28,6.99,-0.93,0.42,0.42,4269999999.9999995,9.0,9.12,8.89 9.31,Nasdaq,Intermediate Core-Plus Bond,Hartford Mutual Funds,8.89,9.31
4186,Hartford Total Return Bond R3,0.04,0.43,9.32,-0.66,-0.66,6.57,6.31,-1.55,0.42,0.42,4269999999.9999995,9.37,9.49,9.26 9.66,Nasdaq,Intermediate Core-Plus Bond,Hartford Mutual Funds,9.26,9.66
4187,Hartford Total Return Bond R5,0.04,0.44,9.12,-0.37,-0.65,7.24,6.9,-0.95,0.42,0.42,4269999999.9999995,9.17,9.29,9.06 9.49,Nasdaq,Intermediate Core-Plus Bond,Hartford Mutual Funds,9.06,9.49
4188,Hartford Total Return Bond R4,0.04,0.44,9.23,-0.48,-0.6,7.07,6.6,-1.25,0.42,0.42,4269999999.9999995,9.28,9.4,9.17 9.58,Nasdaq,Intermediate Core-Plus Bond,Hartford Mutual Funds,9.17,9.58
4189,Hartford Total Return Bond R6,0.04,0.45,9.0,-0.23,-0.54,7.29,6.97,-0.82,0.42,0.42,4269999999.9999995,9.05,9.17,8.94 9.37,Nasdaq,Intermediate Core-Plus Bond,Hartford Mutual Funds,8.94,9.37
4190,Fidelity Freedom 2015 Premier,0.1,0.8,12.55,7.52,2.4,13.15,13.47,12.34,0.49,0.49,4264999999.9999995,12.42,12.36,11.89 12.68,Nasdaq,Target-Date 2015,Fidelity Investments,11.89,12.68
4191,Fidelity Freedom 2015,0.1,0.8,12.65,5.0,0.84,13.19,11.39,7.26,0.49,0.49,4264999999.9999995,12.53,12.47,11.98 12.78,Nasdaq,Target-Date 2015,Fidelity Investments,11.98,12.78
4192,Fidelity Freedom 2015 K6,0.1,0.8,12.56,5.19,0.91,13.38,11.54,7.38,0.49,0.49,4264999999.9999995,12.43,12.38,11.89 12.68,Nasdaq,Target-Date 2015,Fidelity Investments,11.89,12.68
4193,Fidelity Freedom 2015 K,0.11,0.88,12.64,5.02,0.77,13.23,11.44,7.31,0.49,0.49,4264999999.9999995,12.51,12.45,11.96 12.76,Nasdaq,Target-Date 2015,Fidelity Investments,11.96,12.76
4194,Franklin Small Cap Value R6,0.9,1.2,75.84,24.32,9.08,7.67,13.33,25.97,1.23,1.23,4261999999.9999995,72.09,66.69,59.49 74.94,Nasdaq,Small Value,Franklin Templeton Investments,59.49,74.94
4195,Franklin Small Cap Value C,0.65,1.18,55.77,23.5,8.8,6.5,12.05,24.53,1.23,1.23,4261999999.9999995,53.08,49.41,44.63 55.12,Nasdaq,Small Value,Franklin Templeton Investments,44.63,55.12
4196,Franklin Small Cap Value A,0.82,1.19,69.91,24.04,8.99,7.31,12.89,25.47,1.23,1.23,4261999999.9999995,66.49,61.61,55.12 69.09,Nasdaq,Small Value,Franklin Templeton Investments,55.12,69.09
4197,Franklin Small Cap Value Adv,0.89,1.18,76.0,24.23,9.06,7.55,13.16,25.8,1.23,1.23,4261999999.9999995,72.26,66.85,59.60 75.11,Nasdaq,Small Value,Franklin Templeton Investments,59.6,75.11
